ID,S,I,State,Nature,Obs
0,7,493,1,1,1
1,0,500,1,1,1
2,59,441,1,1,0
3,287,213,0,0,0
4,10,490,1,1,1
5,408,92,0,0,0
6,14,486,1,0,0
7,6,494,1,1,1
8,43,457,1,1,1
9,112,388,1,1,1
10,398,102,0,1,1
11,42,458,1,0,0
12,4,496,1,1,1
13,3,497,1,1,1
14,30,470,1,1,1
15,21,479,1,1,0
16,176,324,1,0,0
17,23,477,1,1,1
18,138,362,1,1,1
19,63,437,1,1,1
20,87,413,1,0,0
21,444,56,0,0,0
22,46,454,1,1,1
23,0,500,1,1,1
24,5,495,1,1,0
25,96,404,1,1,1
26,207,293,1,1,0
27,171,329,1,1,1
28,22,478,1,1,1
29,320,180,0,0,0
30,23,477,1,1,1
31,9,491,1,1,1
32,391,109,0,1,1
33,71,429,1,1,1
34,304,196,0,0,0
35,148,352,1,1,1
36,46,454,1,0,0
37,9,491,1,1,0
38,416,84,0,0,0
39,11,489,1,1,1
