ID,S,I,State,Nature,Obs
0,210,290,1,1,1
1,217,283,1,1,1
2,204,296,1,1,1
3,274,226,0,1,1
4,211,289,1,1,1
5,217,283,1,1,1
6,214,286,1,1,1
7,232,268,1,1,1
8,221,279,1,1,1
9,209,291,1,1,1
10,207,293,1,1,1
11,235,265,1,0,0
12,208,292,1,1,1
13,224,276,1,1,0
14,229,271,1,1,1
15,220,280,1,1,1
16,284,216,0,0,1
17,208,292,1,1,1
18,243,257,1,1,1
19,244,256,1,1,1
20,208,292,1,1,1
21,230,270,1,1,1
22,247,253,1,0,1
23,218,282,1,0,0
24,213,287,1,1,1
25,285,215,0,0,0
26,214,286,1,1,1
27,208,292,1,1,0
28,224,276,1,1,1
29,257,243,0,0,0
30,278,222,0,1,1
31,223,277,1,0,0
32,203,297,1,1,1
33,214,286,1,1,1
34,230,270,1,1,1
35,277,223,0,0,0
36,225,275,1,0,0
37,242,258,1,0,0
38,262,238,0,0,1
39,240,260,1,0,0
