ID,S,I,State,Nature,Obs
0,210,290,1,0,0
1,193,307,1,1,0
2,183,317,1,0,0
3,279,221,0,1,0
4,185,315,1,1,1
5,201,299,1,1,1
6,194,306,1,1,1
7,190,310,1,1,1
8,226,274,1,1,1
9,197,303,1,1,1
10,195,305,1,1,1
11,248,252,1,1,1
12,195,305,1,0,0
13,231,269,1,1,1
14,192,308,1,1,1
15,190,310,1,0,0
16,268,232,0,1,1
17,188,312,1,1,1
18,249,251,1,0,0
19,232,268,1,1,1
20,196,304,1,1,1
21,220,280,1,1,1
22,247,253,1,1,1
23,199,301,1,1,1
24,201,299,1,0,0
25,293,207,0,1,1
26,194,306,1,1,1
27,196,304,1,0,0
28,196,304,1,0,1
29,263,237,0,1,0
30,268,232,0,1,0
31,212,288,1,0,0
32,205,295,1,1,1
33,181,319,1,1,1
34,224,276,1,1,1
35,256,244,0,1,1
36,198,302,1,1,1
37,235,265,1,1,1
38,283,217,0,1,1
39,217,283,1,1,1
