ID,S,I,State,Nature,Obs
0,500,0,0,0,0
1,10,490,1,1,1
2,18,482,1,1,1
3,0,500,1,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,12,488,1,1,1
7,1,499,1,1,1
8,43,457,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,0,500,1,1,0
12,0,500,1,1,1
13,0,500,1,0,0
14,1,499,1,1,1
15,0,500,1,1,1
16,60,440,1,1,1
17,0,500,1,1,1
18,0,500,1,0,0
19,461,39,0,0,0
20,0,500,1,1,1
21,0,500,1,1,1
22,0,500,1,1,1
23,60,440,1,1,1
24,0,500,1,1,1
25,481,19,0,1,0
26,0,500,1,1,1
27,53,447,1,1,1
28,348,152,0,0,0
29,0,500,1,1,1
30,0,500,1,0,0
31,0,500,1,0,0
32,0,500,1,1,1
33,0,500,1,1,1
34,24,476,1,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,322,178,0,1,1
38,0,500,1,1,1
39,0,500,1,1,1
