ID,S,I,State,Nature,Obs
0,67,433,1,1,1
1,92,408,1,1,1
2,44,456,1,1,1
3,222,278,1,0,0
4,3,497,1,1,1
5,25,475,1,1,1
6,150,350,1,1,1
7,28,472,1,1,1
8,104,396,1,1,1
9,60,440,1,1,1
10,74,426,1,0,0
11,138,362,1,1,1
12,122,378,1,1,1
13,147,353,1,1,1
14,182,318,1,1,1
15,39,461,1,0,0
16,144,356,1,1,1
17,60,440,1,1,1
18,129,371,1,0,0
19,197,303,1,0,0
20,17,483,1,1,1
21,141,359,1,1,0
22,203,297,1,1,1
23,88,412,1,1,1
24,89,411,1,0,0
25,187,313,1,1,1
26,98,402,1,1,1
27,132,368,1,1,1
28,76,424,1,1,1
29,222,278,1,1,1
30,263,237,0,0,0
31,60,440,1,1,1
32,20,480,1,1,1
33,80,420,1,0,0
34,141,359,1,1,1
35,165,335,1,1,1
36,46,454,1,1,1
37,114,386,1,1,0
38,197,303,1,1,1
39,169,331,1,1,1
