ID,S,I,State,Nature,Obs
0,211,289,1,1,1
1,190,310,1,1,1
2,190,310,1,1,1
3,293,207,0,1,1
4,180,320,1,1,1
5,198,302,1,0,0
6,192,308,1,1,1
7,184,316,1,0,0
8,226,274,1,1,1
9,188,312,1,1,1
10,194,306,1,1,1
11,245,255,1,1,1
12,196,304,1,1,1
13,221,279,1,1,1
14,189,311,1,0,0
15,197,303,1,1,1
16,267,233,0,1,1
17,184,316,1,1,1
18,262,238,0,1,0
19,233,267,1,1,1
20,200,300,1,0,0
21,223,277,1,1,0
22,241,259,1,1,1
23,194,306,1,1,1
24,204,296,1,1,1
25,281,219,0,1,1
26,182,318,1,1,1
27,193,307,1,1,1
28,190,310,1,1,0
29,256,244,0,1,1
30,271,229,0,0,0
31,197,303,1,1,1
32,203,297,1,0,0
33,202,298,1,1,1
34,227,273,1,1,1
35,257,243,0,1,1
36,194,306,1,1,1
37,233,267,1,1,1
38,280,220,0,1,1
39,216,284,1,1,1
