ID,S,I,State,Nature,Obs
0,494,6,0,0,0
1,477,23,0,0,0
2,488,12,0,0,0
3,497,3,0,0,1
4,463,37,0,0,0
5,478,22,0,0,0
6,488,12,0,0,0
7,474,26,0,0,1
8,466,34,0,0,0
9,462,38,0,0,0
10,420,80,0,0,0
11,496,4,0,0,0
12,474,26,0,0,0
13,493,7,0,0,0
14,474,26,0,0,0
15,479,21,0,0,0
16,495,5,0,0,0
17,471,29,0,0,0
18,482,18,0,0,0
19,493,7,0,0,0
20,474,26,0,0,0
21,491,9,0,0,0
22,489,11,0,0,1
23,477,23,0,0,0
24,473,27,0,0,0
25,494,6,0,0,0
26,340,160,0,0,0
27,474,26,0,0,0
28,477,23,0,0,0
29,492,8,0,0,0
30,155,345,1,1,1
31,475,25,0,0,0
32,472,28,0,0,0
33,475,25,0,0,0
34,489,11,0,0,1
35,436,64,0,0,0
36,471,29,0,0,0
37,492,8,0,0,0
38,472,28,0,0,0
39,484,16,0,0,0
