ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,0,500,1,1,1
2,0,500,1,1,1
3,3,497,1,1,1
4,0,500,1,1,1
5,1,499,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,1,499,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,495,5,0,0,0
12,4,496,1,1,1
13,500,0,0,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,500,0,0,0,0
19,0,500,1,1,1
20,0,500,1,1,1
21,0,500,1,0,1
22,1,499,1,1,1
23,0,500,1,1,1
24,2,498,1,1,0
25,496,4,0,0,0
26,0,500,1,0,0
27,0,500,1,1,1
28,4,496,1,1,1
29,491,9,0,1,0
30,0,500,1,1,1
31,4,496,1,1,0
32,500,0,0,0,0
33,500,0,0,0,0
34,2,498,1,1,1
35,0,500,1,1,1
36,4,496,1,0,1
37,0,500,1,1,1
38,491,9,0,1,1
39,3,497,1,1,1
