ID,S,I,State,Nature,Obs
0,500,0,0,0,1
1,454,46,0,0,0
2,500,0,0,0,0
3,500,0,0,0,1
4,455,45,0,0,1
5,499,1,0,0,0
6,500,0,0,0,0
7,453,47,0,0,1
8,429,71,0,0,1
9,500,0,0,0,1
10,500,0,0,0,0
11,500,0,0,0,0
12,499,1,0,0,0
13,498,2,0,0,0
14,496,4,0,0,0
15,500,0,0,0,0
16,500,0,0,0,0
17,500,0,0,0,0
18,448,52,0,0,0
19,138,362,1,1,1
20,500,0,0,0,0
21,500,0,0,0,0
22,454,46,0,0,0
23,500,0,0,0,0
24,497,3,0,0,0
25,500,0,0,0,0
26,454,46,0,0,1
27,500,0,0,0,0
28,500,0,0,0,0
29,500,0,0,0,0
30,500,0,0,0,1
31,454,46,0,0,1
32,455,45,0,0,1
33,500,0,0,0,0
34,455,45,0,0,0
35,500,0,0,0,0
36,499,1,0,0,0
37,498,2,0,0,0
38,363,137,0,0,0
39,500,0,0,0,0
