ID,S,I,State,Nature,Obs
0,16,484,1,1,0
1,0,500,1,1,1
2,372,128,0,0,0
3,299,201,0,1,0
4,104,396,1,1,1
5,0,500,1,1,0
6,217,283,1,0,1
7,1,499,1,1,1
8,423,77,0,0,0
9,0,500,1,1,1
10,1,499,1,1,1
11,273,227,0,1,0
12,13,487,1,0,0
13,0,500,1,1,0
14,173,327,1,1,1
15,2,498,1,0,1
16,39,461,1,1,1
17,1,499,1,0,1
18,0,500,1,1,1
19,50,450,1,1,1
20,107,393,1,1,1
21,386,114,0,1,0
22,285,215,0,1,0
23,27,473,1,1,0
24,296,204,0,1,0
25,466,34,0,1,0
26,335,165,0,1,0
27,382,118,0,0,1
28,394,106,0,1,0
29,3,497,1,0,0
30,247,253,1,1,0
31,231,269,1,1,1
32,33,467,1,1,1
33,140,360,1,1,1
34,1,499,1,1,0
35,20,480,1,0,1
36,72,428,1,1,1
37,320,180,0,1,1
38,237,263,1,1,0
39,62,438,1,1,1
