ID,S,I,State,Nature,Obs
0,76,424,1,1,0
1,60,440,1,0,1
2,467,33,0,1,0
3,414,86,0,0,1
4,442,58,0,1,0
5,282,218,0,0,1
6,3,497,1,1,1
7,6,494,1,1,1
8,22,478,1,0,0
9,478,22,0,1,0
10,183,317,1,1,0
11,1,499,1,1,0
12,500,0,0,1,0
13,102,398,1,1,0
14,6,494,1,0,1
15,6,494,1,0,1
16,457,43,0,0,0
17,1,499,1,1,1
18,250,250,0.5,1,1
19,478,22,0,1,0
20,0,500,1,1,0
21,0,500,1,1,0
22,122,378,1,0,0
23,2,498,1,1,1
24,494,6,0,0,0
25,349,151,0,1,0
26,0,500,1,1,1
27,1,499,1,1,0
28,0,500,1,0,1
29,331,169,0,1,1
30,0,500,1,0,1
31,7,493,1,0,1
32,35,465,1,0,1
33,71,429,1,1,1
34,0,500,1,0,0
35,487,13,0,0,1
36,445,55,0,1,1
37,419,81,0,1,0
38,384,116,0,0,0
39,236,264,1,1,1
