ID,S,I,State,Nature,Obs
0,405,95,0,1,0
1,276,224,0,1,1
2,254,246,0,1,0
3,3,497,1,0,1
4,490,10,0,1,0
5,0,500,1,1,0
6,487,13,0,0,1
7,239,261,1,1,1
8,1,499,1,1,1
9,390,110,0,1,0
10,315,185,0,1,0
11,9,491,1,0,0
12,50,450,1,1,1
13,38,462,1,1,1
14,493,7,0,1,1
15,10,490,1,1,0
16,487,13,0,0,1
17,487,13,0,0,0
18,335,165,0,1,1
19,383,117,0,0,0
20,493,7,0,1,1
21,354,146,0,1,1
22,0,500,1,1,1
23,370,130,0,1,0
24,65,435,1,1,1
25,69,431,1,0,1
26,333,167,0,1,0
27,262,238,0,1,0
28,487,13,0,1,0
29,244,256,1,1,1
30,262,238,0,1,0
31,385,115,0,1,1
32,0,500,1,1,0
33,57,443,1,0,1
34,367,133,0,0,0
35,407,93,0,0,1
36,19,481,1,0,1
37,353,147,0,1,0
38,102,398,1,0,0
39,42,458,1,1,0
