ID,S,I,State,Nature,Obs
0,14,486,1,0,1
1,0,500,1,1,0
2,3,497,1,1,1
3,351,149,0,1,0
4,29,471,1,1,1
5,6,494,1,1,1
6,308,192,0,1,1
7,0,500,1,1,1
8,99,401,1,1,0
9,1,499,1,1,1
10,120,380,1,1,1
11,209,291,1,1,0
12,69,431,1,0,0
13,365,135,0,1,1
14,0,500,1,1,1
15,500,0,0,1,1
16,323,177,0,1,0
17,353,147,0,0,0
18,46,454,1,1,0
19,13,487,1,1,1
20,47,453,1,0,1
21,46,454,1,1,0
22,103,397,1,1,0
23,0,500,1,1,0
24,5,495,1,0,0
25,275,225,0,1,1
26,9,491,1,1,1
27,248,252,1,1,1
28,0,500,1,0,1
29,167,333,1,1,1
30,435,65,0,0,1
31,0,500,1,0,0
32,0,500,1,1,1
33,213,287,1,1,0
34,29,471,1,1,1
35,27,473,1,1,1
36,352,148,0,0,0
37,12,488,1,1,0
38,348,152,0,1,1
39,397,103,0,1,1
