ID,S,I,State,Nature,Obs
0,105,395,1,1,0
1,0,500,1,1,0
2,0,500,1,1,1
3,388,112,0,1,1
4,64,436,1,1,0
5,118,382,1,0,1
6,469,31,0,1,0
7,20,480,1,0,1
8,0,500,1,1,0
9,0,500,1,1,1
10,2,498,1,1,1
11,423,77,0,1,0
12,118,382,1,0,1
13,4,496,1,1,1
14,37,463,1,1,1
15,384,116,0,0,0
16,353,147,0,1,0
17,0,500,1,1,0
18,2,498,1,0,1
19,0,500,1,1,0
20,394,106,0,0,0
21,0,500,1,0,1
22,0,500,1,1,1
23,411,89,0,0,0
24,389,111,0,0,0
25,500,0,0,1,1
26,3,497,1,1,0
27,390,110,0,1,1
28,351,149,0,1,0
29,50,450,1,1,0
30,2,498,1,1,1
31,443,57,0,0,0
32,462,38,0,1,1
33,125,375,1,1,1
34,37,463,1,1,0
35,445,55,0,0,0
36,67,433,1,0,0
37,69,431,1,1,1
38,2,498,1,0,0
39,3,497,1,0,0
