ID,S,I,State,Nature,Obs
0,0,500,1,0,1
1,49,451,1,1,0
2,153,347,1,1,1
3,470,30,0,0,0
4,0,500,1,1,0
5,229,271,1,1,1
6,257,243,0,1,1
7,249,251,1,1,1
8,17,483,1,1,1
9,173,327,1,1,1
10,93,407,1,1,1
11,242,258,1,1,0
12,325,175,0,1,0
13,3,497,1,1,0
14,449,51,0,1,0
15,0,500,1,0,1
16,4,496,1,0,1
17,7,493,1,1,1
18,401,99,0,0,0
19,13,487,1,1,1
20,0,500,1,1,1
21,165,335,1,1,1
22,75,425,1,1,1
23,238,262,1,1,0
24,500,0,0,1,0
25,16,484,1,1,1
26,6,494,1,1,0
27,29,471,1,0,0
28,198,302,1,1,1
29,25,475,1,1,1
30,464,36,0,1,0
31,277,223,0,1,1
32,160,340,1,1,1
33,111,389,1,0,0
34,73,427,1,1,1
35,0,500,1,1,0
36,0,500,1,1,0
37,0,500,1,1,1
38,61,439,1,1,0
39,227,273,1,1,0
