ID,S,I,State,Nature,Obs
0,54,446,1,1,1
1,0,500,1,0,1
2,255,245,0,1,1
3,437,63,0,1,0
4,144,356,1,1,0
5,1,499,1,1,1
6,320,180,0,1,0
7,155,345,1,1,0
8,95,405,1,1,1
9,4,496,1,1,1
10,115,385,1,0,0
11,89,411,1,1,1
12,0,500,1,1,0
13,0,500,1,0,0
14,500,0,0,0,0
15,0,500,1,1,0
16,141,359,1,1,0
17,195,305,1,0,1
18,105,395,1,1,0
19,1,499,1,1,0
20,5,495,1,0,1
21,56,444,1,1,0
22,78,422,1,1,0
23,28,472,1,1,1
24,4,496,1,0,1
25,500,0,0,1,1
26,428,72,0,1,0
27,0,500,1,0,1
28,0,500,1,1,1
29,82,418,1,1,1
30,70,430,1,1,1
31,45,455,1,1,1
32,5,495,1,1,1
33,465,35,0,1,0
34,0,500,1,0,1
35,327,173,0,1,1
36,450,50,0,1,0
37,172,328,1,0,0
38,500,0,0,1,1
39,500,0,0,1,0
