ID,S,I,State,Nature,Obs
0,64,436,1,1,1
1,0,500,1,0,1
2,40,460,1,1,0
3,14,486,1,0,1
4,412,88,0,1,0
5,30,470,1,0,0
6,99,401,1,1,1
7,208,292,1,0,1
8,125,375,1,1,1
9,195,305,1,1,0
10,58,442,1,1,0
11,260,240,0,0,0
12,246,254,1,1,0
13,0,500,1,0,0
14,290,210,0,0,0
15,403,97,0,1,0
16,321,179,0,0,0
17,475,25,0,1,1
18,2,498,1,1,1
19,0,500,1,1,1
20,59,441,1,1,1
21,74,426,1,1,1
22,8,492,1,1,0
23,434,66,0,0,0
24,180,320,1,1,0
25,0,500,1,0,1
26,0,500,1,1,1
27,117,383,1,1,1
28,145,355,1,0,0
29,151,349,1,1,0
30,185,315,1,1,0
31,55,445,1,1,1
32,173,327,1,1,1
33,25,475,1,0,0
34,0,500,1,1,1
35,469,31,0,1,0
36,350,150,0,1,1
37,307,193,0,1,0
38,258,242,0,0,1
39,394,106,0,1,0
