ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,499,1,0,1,0
2,498,2,0,0,0
3,443,57,0,0,0
4,0,500,1,1,0
5,0,500,1,1,1
6,1,499,1,0,0
7,456,44,0,1,0
8,87,413,1,0,1
9,392,108,0,1,0
10,261,239,0,1,0
11,151,349,1,1,0
12,499,1,0,0,0
13,210,290,1,1,1
14,322,178,0,1,1
15,2,498,1,1,1
16,17,483,1,1,1
17,264,236,0,1,0
18,0,500,1,0,0
19,304,196,0,1,0
20,0,500,1,1,0
21,40,460,1,1,1
22,453,47,0,1,0
23,274,226,0,1,1
24,0,500,1,1,0
25,253,247,0,1,1
26,151,349,1,1,0
27,132,368,1,1,1
28,500,0,0,1,0
29,302,198,0,1,0
30,0,500,1,0,1
31,464,36,0,0,0
32,235,265,1,1,0
33,156,344,1,0,1
34,255,245,0,0,1
35,4,496,1,0,1
36,4,496,1,1,1
37,0,500,1,1,1
38,32,468,1,1,0
39,106,394,1,1,1
