ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,498,2,0,0,0
3,491,9,0,0,0
4,500,0,0,1,0
5,0,500,1,1,1
6,284,216,0,0,1
7,0,500,1,1,1
8,388,112,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,0,500,1,1,1
12,500,0,0,0,1
13,0,500,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,340,160,0,1,1
18,384,116,0,0,0
19,500,0,0,1,1
20,0,500,1,1,0
21,0,500,1,1,0
22,50,450,1,1,1
23,0,500,1,1,0
24,271,229,0,1,1
25,0,500,1,1,1
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,500,0,0,0,0
31,245,255,1,0,1
32,0,500,1,1,0
33,161,339,1,0,1
34,56,444,1,0,1
35,500,0,0,0,0
36,3,497,1,1,1
37,9,491,1,1,1
38,500,0,0,1,1
39,0,500,1,1,1
