ID,S,I,State,Nature,Obs
0,444,56,0,0,0
1,434,66,0,0,0
2,430,70,0,0,0
3,449,51,0,0,0
4,439,61,0,0,0
5,438,62,0,0,0
6,441,59,0,0,0
7,427,73,0,0,0
8,436,64,0,0,0
9,449,51,0,0,0
10,439,61,0,0,0
11,452,48,0,0,0
12,440,60,0,0,0
13,459,41,0,0,0
14,431,69,0,0,0
15,438,62,0,0,0
16,443,57,0,0,0
17,437,63,0,0,0
18,436,64,0,0,0
19,437,63,0,0,0
20,439,61,0,0,0
21,433,67,0,0,0
22,444,56,0,0,0
23,435,65,0,0,0
24,451,49,0,0,0
25,450,50,0,0,0
26,437,63,0,0,0
27,451,49,0,0,0
28,446,54,0,0,0
29,455,45,0,0,0
30,460,40,0,0,0
31,443,57,0,0,0
32,444,56,0,0,0
33,451,49,0,0,0
34,436,64,0,0,0
35,442,58,0,0,0
36,448,52,0,0,0
37,446,54,0,0,0
38,449,51,0,0,0
39,460,40,0,0,0
