ID,S,I,State,Nature,Obs
0,428,72,0,0,0
1,418,82,0,0,0
2,426,74,0,0,0
3,429,71,0,0,0
4,427,73,0,0,0
5,430,70,0,0,0
6,439,61,0,0,0
7,421,79,0,0,0
8,433,67,0,0,0
9,429,71,0,0,0
10,432,68,0,0,0
11,430,70,0,0,0
12,433,67,0,0,0
13,455,45,0,0,0
14,423,77,0,0,0
15,438,62,0,0,0
16,441,59,0,0,0
17,443,57,0,0,0
18,431,69,0,0,0
19,426,74,0,0,0
20,434,66,0,0,0
21,431,69,0,0,0
22,421,79,0,0,0
23,428,72,0,0,0
24,436,64,0,0,0
25,454,46,0,0,0
26,426,74,0,0,0
27,442,58,0,0,0
28,443,57,0,0,0
29,456,44,0,0,0
30,447,53,0,0,0
31,433,67,0,0,0
32,441,59,0,0,0
33,439,61,0,0,0
34,423,77,0,0,0
35,433,67,0,0,0
36,435,65,0,0,0
37,432,68,0,0,0
38,447,53,0,0,0
39,459,41,0,0,0
