ID,S,I,State,Nature,Obs
0,422,78,0,0,0
1,423,77,0,0,0
2,424,76,0,0,0
3,438,62,0,0,0
4,424,76,0,0,0
5,430,70,0,0,0
6,436,64,0,0,0
7,431,69,0,0,0
8,428,72,0,0,0
9,427,73,0,0,0
10,430,70,0,0,0
11,436,64,0,0,0
12,435,65,0,0,0
13,437,63,0,0,0
14,429,71,0,0,0
15,433,67,0,0,0
16,447,53,0,0,0
17,436,64,0,0,0
18,429,71,0,0,0
19,429,71,0,0,0
20,437,63,0,0,0
21,432,68,0,0,0
22,431,69,0,0,0
23,431,69,0,0,0
24,437,63,0,0,0
25,457,43,0,0,0
26,432,68,0,0,0
27,442,58,0,0,0
28,437,63,0,0,0
29,461,39,0,0,0
30,446,54,0,0,0
31,436,64,0,0,0
32,442,58,0,0,0
33,437,63,0,0,0
34,433,67,0,0,0
35,437,63,0,0,0
36,443,57,0,0,0
37,429,71,0,0,0
38,439,61,0,0,0
39,458,42,0,0,0
