ID,S,I,State,Nature,Obs
0,430,70,0,0,0
1,426,74,0,0,1
2,425,75,0,0,0
3,440,60,0,0,0
4,428,72,0,0,0
5,440,60,0,0,0
6,432,68,0,0,0
7,422,78,0,0,0
8,438,62,0,0,0
9,436,64,0,0,0
10,433,67,0,0,0
11,443,57,0,0,0
12,429,71,0,0,0
13,444,56,0,0,0
14,431,69,0,0,0
15,431,69,0,0,0
16,448,52,0,0,0
17,447,53,0,0,0
18,437,63,0,0,0
19,437,63,0,0,0
20,429,71,0,0,0
21,431,69,0,0,0
22,429,71,0,0,0
23,426,74,0,0,0
24,440,60,0,0,0
25,454,46,0,0,0
26,429,71,0,0,0
27,438,62,0,0,0
28,433,67,0,0,0
29,469,31,0,0,0
30,456,44,0,0,0
31,435,65,0,0,0
32,441,59,0,0,0
33,441,59,0,0,0
34,433,67,0,0,0
35,441,59,0,0,0
36,443,57,0,0,0
37,436,64,0,0,0
38,444,56,0,0,0
39,452,48,0,0,0
