ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,500,0,0,0,0
3,499,1,0,0,0
4,498,2,0,0,0
5,0,500,1,0,0
6,0,500,1,1,1
7,0,500,1,1,1
8,7,493,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,498,2,0,0,0
12,0,500,1,1,1
13,0,500,1,0,0
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,0,500,1,0,0
19,0,500,1,1,1
20,500,0,0,0,0
21,0,500,1,1,0
22,0,500,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,0,500,1,1,1
26,5,495,1,1,1
27,500,0,0,1,0
28,0,500,1,0,0
29,0,500,1,0,0
30,0,500,1,1,1
31,500,0,0,0,0
32,500,0,0,0,0
33,499,1,0,0,0
34,0,500,1,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
