ID,S,I,State,Nature,Obs
0,454,46,0,0,0
1,0,500,1,1,1
2,0,500,1,1,0
3,227,273,1,1,1
4,0,500,1,1,0
5,0,500,1,1,1
6,0,500,1,1,1
7,500,0,0,0,0
8,0,500,1,1,1
9,500,0,0,0,0
10,0,500,1,0,0
11,0,500,1,1,1
12,0,500,1,1,1
13,0,500,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,364,136,0,0,0
19,0,500,1,1,1
20,0,500,1,1,0
21,0,500,1,1,1
22,0,500,1,0,0
23,500,0,0,0,0
24,0,500,1,1,1
25,454,46,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,500,0,0,1,1
29,181,319,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,273,227,0,1,1
34,0,500,1,1,1
35,500,0,0,0,0
36,409,91,0,0,0
37,0,500,1,1,1
38,500,0,0,0,0
39,0,500,1,1,1
