0 0.14525421114167367
1 0.23443944675737716
2 0.199513347742921
5 0.17786706807685446
8 0.07938870609798884
14 0.1454805660796927
6 0.1373216000596443
9 0.2221653086666803
19 0.053457267556185024
21 0.07109088569205618
26 0.15656862712204145
32 0.14588884531254714
34 0.08683477697084871
37 0.05304260565629312
39 0.07926966394359304
3 0.07572286958598515
4 0.6059114843123228
11 0.08790964014837628
23 0.11833408027793109
31 0.11833408027793109
7 0.14575302720749714
10 0.17648740909965308
12 0.19779029623061278
15 0.12636985710547236
17 0.14764135342103935
20 0.13952535730992793
24 0.13488463433791412
27 0.13582715622517602
28 0.1360668053115586
33 0.13952535730992793
36 0.12026341254533904
16 0.03910155052063224
22 0.062409100533588995
13 0.12201004424088668
30 0.052705689986092666
18 0.0734808676356736
35 0.04771912270512773
29 0.055518620736425564
38 0.06151812727822826
25 0.04904746387360236
