ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,500,0,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,500,0,0,0,0
12,167,333,1,0,0
13,333,167,0,1,1
14,0,500,1,1,1
15,333,167,0,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,500,0,0,0,0
19,0,500,1,1,1
20,0,500,1,1,1
21,0,500,1,0,0
22,0,500,1,0,0
23,500,0,0,0,0
24,500,0,0,0,0
25,500,0,0,0,0
26,0,500,1,1,1
27,333,167,0,0,0
28,0,500,1,1,1
29,333,167,0,1,1
30,334,166,0,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,0,500,1,1,1
35,0,500,1,1,1
36,500,0,0,0,0
37,500,0,0,0,0
38,500,0,0,0,0
39,333,167,0,0,0
