ID,S,I,State,Nature,Obs
0,500,0,0,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,500,0,0,0,0
4,500,0,0,0,0
5,500,0,0,0,0
6,500,0,0,0,0
7,0,500,1,1,1
8,500,0,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,500,0,0,0,0
12,500,0,0,1,1
13,500,0,0,0,0
14,500,0,0,1,1
15,0,500,1,1,1
16,500,0,0,0,0
17,500,0,0,0,0
18,0,500,1,1,1
19,0,500,1,1,1
20,0,500,1,1,1
21,500,0,0,0,0
22,0,500,1,1,1
23,0,500,1,1,1
24,500,0,0,0,0
25,500,0,0,1,1
26,500,0,0,1,1
27,500,0,0,1,1
28,500,0,0,0,0
29,500,0,0,0,0
30,500,0,0,0,0
31,0,500,1,1,1
32,500,0,0,0,0
33,0,500,1,1,1
34,500,0,0,1,1
35,500,0,0,0,0
36,500,0,0,0,0
37,500,0,0,0,0
38,0,500,1,1,1
39,0,500,1,1,1
