ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,500,0,0,0,0
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,500,0,0,0,0
7,470,30,0,0,0
8,500,0,0,1,1
9,0,500,1,1,1
10,60,440,1,1,1
11,500,0,0,1,1
12,294,206,0,0,0
13,60,440,1,1,1
14,0,500,1,1,1
15,353,147,0,0,0
16,471,29,0,0,0
17,0,500,1,1,1
18,440,60,0,0,0
19,0,500,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,500,0,0,0,0
23,470,30,0,0,0
24,0,500,1,1,1
25,0,500,1,1,1
26,0,500,1,0,0
27,0,500,1,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,441,59,0,0,0
34,0,500,1,0,0
35,500,0,0,0,0
36,232,268,1,1,1
37,0,500,1,1,0
38,87,413,1,1,1
39,500,0,0,0,0
