ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,500,0,0,0,0
2,500,0,0,0,1
3,500,0,0,0,0
4,0,500,1,1,1
5,500,0,0,0,0
6,0,500,1,1,1
7,500,0,0,0,0
8,500,0,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,0,500,1,0,1
14,251,249,0,1,1
15,0,500,1,1,1
16,0,500,1,0,0
17,500,0,0,1,1
18,0,500,1,1,1
19,0,500,1,0,0
20,0,500,1,1,1
21,0,500,1,1,1
22,249,251,1,1,1
23,500,0,0,0,0
24,0,500,1,1,1
25,249,251,1,1,1
26,0,500,1,1,1
27,500,0,0,0,0
28,0,500,1,1,1
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,0,1
33,0,500,1,1,1
34,0,500,1,1,1
35,251,249,0,1,1
36,500,0,0,1,1
37,0,500,1,1,1
38,500,0,0,0,0
39,0,500,1,0,0
