0 12
0 27
0 2
0 9
1 23
1 3
1 30
2 0
2 11
2 20
2 4
2 39
3 1
3 4
3 5
3 36
4 2
4 3
4 8
4 6
4 31
4 36
5 3
5 26
5 15
5 16
6 4
6 30
6 13
6 11
7 8
7 22
8 7
8 24
8 4
8 14
9 0
9 23
10 38
10 22
11 27
11 6
11 12
11 13
11 2
11 36
12 11
12 13
12 14
12 0
12 27
13 11
13 12
13 15
13 6
13 34
14 12
14 35
14 15
14 8
14 34
15 13
15 14
15 16
15 5
15 19
16 15
16 17
16 5
17 16
17 28
18 23
18 19
18 20
18 26
18 31
19 15
19 18
19 20
19 31
19 36
20 18
20 19
20 21
20 22
20 2
20 23
21 20
21 22
21 23
22 20
22 21
22 7
22 24
22 10
23 21
23 9
23 20
23 1
23 18
24 22
24 25
24 26
24 8
25 24
25 26
25 27
25 33
26 24
26 25
26 27
26 28
26 18
26 5
27 25
27 26
27 35
27 12
27 0
27 11
28 26
28 29
28 32
28 17
29 28
29 30
29 31
30 29
30 31
30 1
30 6
31 29
31 30
31 4
31 18
31 19
32 33
32 28
33 32
33 25
34 13
34 14
34 35
34 36
35 34
35 37
35 14
35 27
36 34
36 19
36 11
36 4
36 3
37 35
37 38
38 37
38 39
38 10
39 2
39 38
