ID,S,I,State,Nature,Obs
0,74,426,1,1,0
1,6,494,1,1,1
2,24,476,1,1,1
3,209,291,1,0,1
4,29,471,1,1,1
5,33,467,1,1,1
6,67,433,1,1,1
7,35,465,1,1,1
8,115,385,1,0,0
9,284,216,0,1,0
10,38,462,1,1,1
11,100,400,1,1,1
12,30,470,1,1,1
13,145,355,1,1,0
14,21,479,1,1,1
15,29,471,1,1,1
16,123,377,1,1,1
17,29,471,1,1,1
18,308,192,0,1,1
19,143,357,1,0,0
20,35,465,1,1,1
21,29,471,1,0,0
22,156,344,1,1,0
23,43,457,1,1,1
24,34,466,1,1,0
25,228,272,1,1,1
26,72,428,1,1,1
27,39,461,1,1,1
28,24,476,1,1,1
29,135,365,1,1,0
30,199,301,1,1,0
31,58,442,1,1,0
32,25,475,1,1,1
33,26,474,1,1,1
34,51,449,1,0,1
35,161,339,1,1,1
36,45,455,1,1,1
37,138,362,1,1,1
38,208,292,1,1,0
39,106,394,1,1,1
