ID,S,I,State,Nature,Obs
0,34,466,1,1,0
1,24,476,1,1,0
2,10,490,1,1,1
3,236,264,1,1,0
4,0,500,1,1,0
5,0,500,1,1,1
6,13,487,1,0,0
7,0,500,1,1,1
8,7,493,1,0,0
9,1,499,1,1,1
10,3,497,1,1,1
11,249,251,1,0,1
12,19,481,1,1,1
13,87,413,1,1,0
14,1,499,1,1,1
15,34,466,1,1,1
16,267,233,0,0,1
17,0,500,1,1,1
18,108,392,1,1,1
19,193,307,1,1,0
20,2,498,1,1,1
21,348,152,0,1,0
22,23,477,1,0,0
23,4,496,1,1,1
24,13,487,1,1,1
25,297,203,0,0,0
26,1,499,1,1,1
27,2,498,1,1,1
28,19,481,1,1,0
29,248,252,1,1,1
30,233,267,1,0,0
31,18,482,1,1,0
32,0,500,1,1,1
33,10,490,1,1,1
34,140,360,1,0,1
35,170,330,1,1,1
36,0,500,1,1,1
37,240,260,1,0,0
38,214,286,1,1,1
39,152,348,1,1,1
