ID,S,I,State,Nature,Obs
0,129,371,1,0,0
1,74,426,1,1,1
2,106,394,1,1,1
3,192,308,1,0,0
4,30,470,1,1,1
5,55,445,1,1,1
6,114,386,1,1,1
7,133,367,1,1,1
8,115,385,1,1,1
9,126,374,1,1,1
10,107,393,1,1,1
11,149,351,1,1,1
12,101,399,1,1,1
13,129,371,1,0,0
14,122,378,1,1,0
15,116,384,1,1,1
16,159,341,1,1,1
17,94,406,1,1,1
18,150,350,1,0,1
19,116,384,1,0,0
20,104,396,1,1,1
21,119,381,1,1,1
22,126,374,1,1,1
23,108,392,1,1,0
24,115,385,1,1,1
25,232,268,1,1,0
26,96,404,1,1,1
27,127,373,1,1,1
28,115,385,1,0,0
29,167,333,1,1,1
30,195,305,1,0,0
31,109,391,1,0,0
32,94,406,1,1,0
33,145,355,1,1,0
34,111,389,1,1,0
35,158,342,1,1,1
36,120,380,1,1,0
37,138,362,1,1,0
38,176,324,1,1,1
39,125,375,1,1,1
