ID,S,I,State,Nature,Obs
0,134,366,1,1,1
1,93,407,1,1,1
2,61,439,1,0,0
3,265,235,0,0,0
4,58,442,1,1,0
5,137,363,1,1,1
6,68,432,1,1,1
7,98,402,1,1,1
8,96,404,1,1,1
9,61,439,1,1,1
10,62,438,1,1,0
11,212,288,1,0,0
12,58,442,1,1,1
13,97,403,1,1,1
14,81,419,1,1,1
15,125,375,1,0,0
16,232,268,1,1,1
17,50,450,1,1,1
18,114,386,1,1,1
19,140,360,1,0,0
20,69,431,1,1,1
21,45,455,1,0,1
22,175,325,1,0,0
23,95,405,1,0,1
24,160,340,1,1,1
25,229,271,1,0,0
26,47,453,1,1,1
27,82,418,1,1,0
28,82,418,1,1,1
29,215,285,1,0,0
30,274,226,0,1,0
31,113,387,1,1,1
32,61,439,1,1,1
33,62,438,1,1,0
34,213,287,1,0,0
35,204,296,1,0,0
36,86,414,1,0,0
37,181,319,1,0,0
38,264,236,0,0,0
39,117,383,1,0,0
