ID,S,I,State,Nature,Obs
0,413,87,0,0,0
1,33,467,1,0,1
2,168,332,1,0,0
3,451,49,0,0,0
4,0,500,1,0,0
5,0,500,1,0,0
6,0,500,1,0,0
7,116,384,1,0,0
8,201,299,1,0,0
9,0,500,1,0,0
10,238,262,1,0,0
11,0,500,1,0,1
12,0,500,1,0,0
13,500,0,0,0,0
14,0,500,1,0,0
15,0,500,1,0,0
16,59,441,1,0,0
17,0,500,1,0,0
18,500,0,0,0,0
19,304,196,0,0,1
20,0,500,1,0,0
21,424,76,0,0,0
22,451,49,0,0,0
23,278,222,0,0,0
24,273,227,0,0,0
25,460,40,0,0,0
26,0,500,1,0,1
27,161,339,1,0,0
28,122,378,1,0,0
29,0,500,1,0,1
30,150,350,1,1,1
31,47,453,1,0,1
32,0,500,1,0,0
33,5,495,1,0,1
34,0,500,1,0,0
35,500,0,0,0,0
36,0,500,1,0,0
37,296,204,0,0,1
38,425,75,0,0,0
39,169,331,1,0,0
