ID,S,I,State,Nature,Obs
0,0,500,1,0,1
1,29,471,1,0,1
2,386,114,0,0,0
3,496,4,0,1,0
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,1,1
10,0,500,1,0,0
11,0,500,1,1,1
12,0,500,1,0,0
13,0,500,1,0,0
14,0,500,1,1,1
15,449,51,0,0,0
16,0,500,1,1,1
17,8,492,1,0,1
18,0,500,1,0,0
19,386,114,0,0,1
20,0,500,1,1,1
21,0,500,1,1,1
22,77,423,1,1,1
23,0,500,1,1,1
24,0,500,1,0,1
25,122,378,1,0,1
26,1,499,1,1,1
27,386,114,0,0,0
28,0,500,1,0,0
29,500,0,0,1,1
30,362,138,0,1,1
31,500,0,0,0,0
32,12,488,1,1,0
33,500,0,0,1,0
34,0,500,1,1,1
35,471,29,0,0,0
36,13,487,1,0,0
37,0,500,1,1,0
38,0,500,1,1,0
39,489,11,0,0,0
