ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,500,0,0,1,1
2,0,500,1,1,1
3,0,500,1,0,0
4,0,500,1,1,1
5,0,500,1,0,0
6,465,35,0,0,0
7,0,500,1,1,1
8,497,3,0,0,0
9,0,500,1,0,0
10,0,500,1,1,1
11,491,9,0,0,0
12,0,500,1,1,1
13,0,500,1,1,1
14,0,500,1,1,1
15,0,500,1,1,0
16,0,500,1,1,1
17,3,497,1,1,1
18,1,499,1,1,0
19,0,500,1,0,0
20,3,497,1,0,0
21,496,4,0,0,0
22,5,495,1,1,1
23,0,500,1,1,1
24,2,498,1,1,1
25,0,500,1,1,1
26,8,492,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,464,36,0,0,0
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,0,0
33,0,500,1,1,1
34,0,500,1,0,0
35,497,3,0,1,0
36,470,30,0,0,0
37,0,500,1,1,1
38,2,498,1,1,1
39,72,428,1,1,1
