ID,S,I,State,Nature,Obs
0,122,378,1,1,1
1,72,428,1,0,0
2,88,412,1,0,0
3,207,293,1,0,1
4,49,451,1,1,1
5,80,420,1,1,1
6,84,416,1,1,1
7,88,412,1,1,0
8,121,379,1,0,0
9,63,437,1,1,1
10,84,416,1,1,1
11,146,354,1,1,1
12,70,430,1,1,1
13,125,375,1,1,1
14,85,415,1,1,1
15,93,407,1,1,1
16,186,314,1,1,1
17,106,394,1,1,1
18,147,353,1,1,1
19,143,357,1,0,0
20,85,415,1,1,1
21,121,379,1,1,1
22,147,353,1,1,1
23,102,398,1,0,1
24,99,401,1,1,1
25,219,281,1,1,1
26,69,431,1,1,1
27,95,405,1,0,0
28,98,402,1,0,0
29,161,339,1,1,1
30,218,282,1,0,0
31,106,394,1,1,1
32,79,421,1,1,1
33,84,416,1,1,1
34,148,352,1,1,1
35,198,302,1,1,1
36,88,412,1,1,0
37,165,335,1,0,1
38,175,325,1,1,1
39,119,381,1,1,1
