ID,S,I,State,Nature,Obs
0,106,394,1,0,1
1,85,415,1,0,0
2,69,431,1,0,1
3,189,311,1,1,0
4,47,453,1,1,1
5,90,410,1,1,1
6,117,383,1,1,1
7,98,402,1,1,1
8,114,386,1,1,1
9,67,433,1,1,1
10,85,415,1,1,0
11,108,392,1,0,0
12,75,425,1,0,0
13,122,378,1,1,1
14,87,413,1,1,1
15,96,404,1,1,1
16,187,313,1,1,1
17,106,394,1,0,0
18,155,345,1,1,1
19,143,357,1,1,1
20,92,408,1,1,1
21,130,370,1,1,1
22,154,346,1,0,0
23,103,397,1,0,0
24,103,397,1,1,0
25,223,277,1,1,1
26,92,408,1,1,0
27,102,398,1,0,0
28,103,397,1,1,1
29,139,361,1,1,0
30,203,297,1,0,0
31,119,381,1,1,1
32,84,416,1,1,1
33,100,400,1,1,1
34,128,372,1,1,1
35,187,313,1,1,0
36,106,394,1,1,1
37,145,355,1,1,0
38,199,301,1,1,0
39,118,382,1,0,0
