ID,S,I,State,Nature,Obs
0,442,58,0,1,0
1,0,500,1,1,1
2,0,500,1,1,1
3,5,495,1,0,1
4,0,500,1,0,0
5,54,446,1,1,1
6,371,129,0,1,0
7,0,500,1,1,1
8,275,225,0,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,235,265,1,0,0
12,0,500,1,1,1
13,13,487,1,1,0
14,0,500,1,1,0
15,0,500,1,1,1
16,357,143,0,1,1
17,2,498,1,1,1
18,4,496,1,1,1
19,9,491,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,500,0,0,0,0
23,0,500,1,1,1
24,0,500,1,1,1
25,311,189,0,1,1
26,0,500,1,1,0
27,0,500,1,1,1
28,0,500,1,1,0
29,14,486,1,1,1
30,500,0,0,0,0
31,0,500,1,1,0
32,0,500,1,1,1
33,0,500,1,1,1
34,0,500,1,1,0
35,3,497,1,1,1
36,0,500,1,1,1
37,156,344,1,1,1
38,4,496,1,1,1
39,0,500,1,1,1
