ID,S,I,State,Nature,Obs
0,69,431,1,1,1
1,116,384,1,1,0
2,76,424,1,1,1
3,203,297,1,0,0
4,67,433,1,0,1
5,118,382,1,1,1
6,85,415,1,1,1
7,62,438,1,1,1
8,134,366,1,0,0
9,45,455,1,1,1
10,63,437,1,1,1
11,170,330,1,1,0
12,39,461,1,1,1
13,121,379,1,1,1
14,63,437,1,1,1
15,57,443,1,1,1
16,186,314,1,0,0
17,53,447,1,1,1
18,157,343,1,1,1
19,151,349,1,1,1
20,50,450,1,1,1
21,102,398,1,0,0
22,160,340,1,1,1
23,74,426,1,1,0
24,44,456,1,1,1
25,244,256,1,0,0
26,62,438,1,1,1
27,57,443,1,1,1
28,58,442,1,1,1
29,168,332,1,1,1
30,188,312,1,1,1
31,91,409,1,1,1
32,57,443,1,1,1
33,65,435,1,1,1
34,124,376,1,0,1
35,177,323,1,1,1
36,70,430,1,1,1
37,129,371,1,1,1
38,205,295,1,1,1
39,123,377,1,1,0
