ID,S,I,State,Nature,Obs
0,9,491,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,75,425,1,1,0
4,410,90,0,1,0
5,1,499,1,1,1
6,127,373,1,1,1
7,405,95,0,1,1
8,124,376,1,0,1
9,0,500,1,1,0
10,0,500,1,1,1
11,231,269,1,1,1
12,0,500,1,1,1
13,8,492,1,1,0
14,0,500,1,1,1
15,9,491,1,1,1
16,114,386,1,1,1
17,0,500,1,1,1
18,15,485,1,1,1
19,90,410,1,1,1
20,0,500,1,1,1
21,60,440,1,1,0
22,2,498,1,0,1
23,0,500,1,1,1
24,6,494,1,1,1
25,261,239,0,0,0
26,425,75,0,1,1
27,0,500,1,1,1
28,3,497,1,1,1
29,58,442,1,1,0
30,279,221,0,0,0
31,8,492,1,1,1
32,78,422,1,1,0
33,0,500,1,1,1
34,66,434,1,1,0
35,323,177,0,1,0
36,368,132,0,1,0
37,26,474,1,1,1
38,273,227,0,1,1
39,5,495,1,1,1
