ID,S,I,State,Nature,Obs
0,273,227,0,1,0
1,500,0,0,1,0
2,0,500,1,1,1
3,143,357,1,1,1
4,41,459,1,1,1
5,174,326,1,0,0
6,36,464,1,1,1
7,500,0,0,0,1
8,18,482,1,1,1
9,500,0,0,1,1
10,0,500,1,1,1
11,16,484,1,1,1
12,0,500,1,1,0
13,0,500,1,1,1
14,339,161,0,0,0
15,0,500,1,1,0
16,125,375,1,1,0
17,0,500,1,1,1
18,0,500,1,1,0
19,0,500,1,1,1
20,387,113,0,0,0
21,0,500,1,1,1
22,427,73,0,1,0
23,0,500,1,1,1
24,0,500,1,1,1
25,38,462,1,1,1
26,0,500,1,1,1
27,161,339,1,1,0
28,0,500,1,1,1
29,1,499,1,1,1
30,248,252,1,0,1
31,0,500,1,1,1
32,0,500,1,0,0
33,0,500,1,1,0
34,500,0,0,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,6,494,1,1,1
38,1,499,1,1,0
39,0,500,1,1,1
