ID,S,I,State,Nature,Obs
0,184,316,1,0,0
1,188,312,1,0,0
2,192,308,1,0,0
3,281,219,0,0,0
4,183,317,1,0,1
5,199,301,1,0,0
6,213,287,1,0,0
7,207,293,1,0,0
8,213,287,1,0,0
9,193,307,1,0,0
10,212,288,1,0,0
11,234,266,1,0,1
12,216,284,1,0,0
13,220,280,1,0,0
14,199,301,1,0,0
15,192,308,1,0,0
16,254,246,0,0,0
17,196,304,1,0,1
18,248,252,1,0,0
19,234,266,1,0,0
20,209,291,1,0,0
21,211,289,1,0,0
22,249,251,1,0,0
23,194,306,1,0,0
24,211,289,1,0,0
25,293,207,0,0,1
26,190,310,1,0,1
27,204,296,1,0,1
28,207,293,1,0,0
29,253,247,0,0,0
30,281,219,0,1,0
31,214,286,1,0,0
32,193,307,1,0,0
33,196,304,1,0,1
34,222,278,1,0,0
35,287,213,0,0,0
36,193,307,1,0,0
37,249,251,1,0,0
38,280,220,0,0,0
39,224,276,1,0,0
