ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,0,500,1,0,1
2,330,170,0,0,0
3,500,0,0,0,0
4,0,500,1,0,0
5,0,500,1,0,1
6,0,500,1,0,1
7,0,500,1,0,0
8,0,500,1,1,1
9,257,243,0,0,0
10,11,489,1,0,0
11,346,154,0,0,0
12,2,498,1,0,1
13,0,500,1,1,1
14,0,500,1,0,0
15,199,301,1,0,0
16,347,153,0,0,0
17,0,500,1,1,0
18,188,312,1,1,1
19,128,372,1,0,0
20,0,500,1,0,0
21,0,500,1,0,0
22,0,500,1,0,1
23,139,361,1,0,0
24,17,483,1,1,1
25,487,13,0,0,0
26,128,372,1,0,1
27,333,167,0,0,0
28,0,500,1,0,0
29,474,26,0,0,0
30,0,500,1,1,0
31,462,38,0,0,0
32,221,279,1,0,0
33,26,474,1,0,0
34,453,47,0,0,0
35,487,13,0,0,0
36,465,35,0,0,0
37,0,500,1,0,0
38,495,5,0,0,0
39,26,474,1,0,0
