ID,S,I,State,Nature,Obs
0,19,481,1,1,1
1,4,496,1,1,1
2,5,495,1,1,1
3,408,92,0,0,0
4,0,500,1,1,0
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,152,348,1,1,1
9,0,500,1,1,1
10,86,414,1,0,0
11,241,259,1,1,1
12,4,496,1,1,1
13,97,403,1,1,0
14,0,500,1,1,1
15,3,497,1,1,0
16,408,92,0,1,0
17,0,500,1,1,0
18,41,459,1,1,1
19,12,488,1,1,0
20,0,500,1,1,1
21,74,426,1,1,1
22,39,461,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,379,121,0,0,0
26,0,500,1,1,1
27,5,495,1,1,1
28,11,489,1,1,1
29,477,23,0,1,1
30,172,328,1,1,1
31,30,470,1,1,1
32,0,500,1,1,1
33,48,452,1,1,1
34,77,423,1,1,0
35,43,457,1,1,1
36,31,469,1,1,1
37,479,21,0,0,0
38,44,456,1,1,1
39,148,352,1,1,1
