ID,S,I,State,Nature,Obs
0,334,166,0,1,0
1,0,500,1,1,0
2,0,500,1,1,1
3,4,496,1,1,1
4,500,0,0,1,1
5,141,359,1,0,0
6,74,426,1,1,1
7,0,500,1,1,1
8,87,413,1,1,1
9,0,500,1,0,0
10,0,500,1,1,1
11,55,445,1,0,1
12,0,500,1,1,1
13,2,498,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,126,374,1,1,1
17,3,497,1,1,1
18,0,500,1,1,1
19,1,499,1,1,1
20,282,218,0,0,0
21,0,500,1,1,1
22,422,78,0,0,0
23,0,500,1,1,1
24,0,500,1,1,1
25,142,358,1,1,1
26,0,500,1,0,1
27,0,500,1,1,1
28,0,500,1,1,1
29,13,487,1,1,0
30,455,45,0,0,0
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,0,500,1,1,1
35,1,499,1,1,1
36,0,500,1,1,1
37,32,468,1,1,1
38,1,499,1,1,1
39,0,500,1,1,1
