ID,S,I,State,Nature,Obs
0,96,404,1,1,1
1,101,399,1,1,1
2,51,449,1,1,1
3,222,278,1,0,1
4,98,402,1,1,1
5,80,420,1,0,0
6,88,412,1,1,1
7,53,447,1,1,1
8,147,353,1,1,1
9,30,470,1,1,0
10,83,417,1,1,1
11,110,390,1,1,0
12,59,441,1,1,1
13,152,348,1,1,0
14,69,431,1,1,1
15,66,434,1,1,0
16,188,312,1,0,0
17,83,417,1,1,0
18,142,358,1,1,0
19,124,376,1,0,0
20,81,419,1,0,0
21,111,389,1,1,1
22,147,353,1,1,1
23,96,404,1,1,1
24,55,445,1,1,1
25,253,247,0,0,0
26,90,410,1,1,1
27,91,409,1,1,1
28,79,421,1,1,1
29,153,347,1,1,1
30,196,304,1,1,1
31,91,409,1,1,1
32,87,413,1,0,0
33,71,429,1,1,1
34,137,363,1,1,1
35,179,321,1,1,1
36,64,436,1,1,1
37,120,380,1,0,0
38,200,300,1,1,1
39,109,391,1,1,1
