ID,S,I,State,Nature,Obs
0,30,470,1,1,1
1,500,0,0,1,1
2,0,500,1,1,1
3,500,0,0,1,1
4,27,473,1,1,1
5,18,482,1,0,0
6,19,481,1,1,1
7,470,30,0,0,0
8,25,475,1,1,1
9,470,30,0,1,1
10,1,499,1,1,1
11,0,500,1,0,0
12,0,500,1,1,1
13,3,497,1,1,1
14,500,0,0,0,0
15,0,500,1,1,1
16,147,353,1,1,1
17,0,500,1,1,1
18,11,489,1,1,1
19,0,500,1,0,0
20,500,0,0,0,1
21,0,500,1,1,1
22,470,30,0,0,0
23,0,500,1,1,1
24,0,500,1,1,1
25,129,371,1,1,1
26,0,500,1,1,1
27,0,500,1,1,0
28,0,500,1,1,1
29,3,497,1,1,1
30,24,476,1,0,0
31,0,500,1,1,1
32,0,500,1,0,0
33,19,481,1,1,1
34,30,470,1,1,1
35,2,498,1,1,1
36,0,500,1,1,1
37,29,471,1,1,1
38,24,476,1,1,1
39,0,500,1,1,1
