ID,S,I,State,Nature,Obs
0,50,450,1,1,1
1,65,435,1,1,1
2,59,441,1,1,0
3,115,385,1,1,1
4,0,500,1,1,1
5,5,495,1,1,1
6,3,497,1,1,0
7,0,500,1,1,1
8,57,443,1,1,0
9,0,500,1,1,1
10,293,207,0,0,0
11,288,212,0,1,0
12,23,477,1,1,1
13,422,78,0,0,0
14,5,495,1,1,1
15,238,262,1,1,0
16,43,457,1,1,1
17,4,496,1,1,1
18,47,453,1,1,1
19,0,500,1,0,0
20,5,495,1,1,1
21,1,499,1,0,0
22,142,358,1,1,1
23,2,498,1,1,1
24,4,496,1,1,1
25,453,47,0,0,0
26,0,500,1,1,1
27,4,496,1,1,1
28,29,471,1,1,1
29,6,494,1,1,1
30,66,434,1,1,1
31,13,487,1,1,1
32,0,500,1,1,1
33,107,393,1,0,0
34,33,467,1,1,1
35,48,452,1,0,1
36,19,481,1,0,1
37,0,500,1,1,1
38,60,440,1,0,0
39,20,480,1,1,1
