ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,27,473,1,1,1
8,500,0,0,0,0
9,0,500,1,1,0
10,4,496,1,1,1
11,500,0,0,1,1
12,0,500,1,1,1
13,92,408,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,0,0
17,0,500,1,1,1
18,3,497,1,1,1
19,62,438,1,0,1
20,10,490,1,1,1
21,493,7,0,0,0
22,0,500,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,500,0,0,0,1
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,1,499,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,0
33,0,500,1,1,1
34,8,492,1,0,1
35,0,500,1,1,1
36,0,500,1,1,1
37,0,500,1,0,0
38,42,458,1,0,1
39,0,500,1,1,1
