ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,0,0
4,0,500,1,1,0
5,0,500,1,1,1
6,466,34,0,1,0
7,2,498,1,1,1
8,480,20,0,0,0
9,0,500,1,0,1
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,1,499,1,1,0
14,0,500,1,1,1
15,0,500,1,1,1
16,500,0,0,0,0
17,0,500,1,1,1
18,2,498,1,1,1
19,0,500,1,1,1
20,0,500,1,1,1
21,500,0,0,1,1
22,19,481,1,1,1
23,0,500,1,1,0
24,0,500,1,1,1
25,480,20,0,0,0
26,500,0,0,0,0
27,0,500,1,1,1
28,0,500,1,1,0
29,8,492,1,1,1
30,2,498,1,1,0
31,0,500,1,1,1
32,0,500,1,1,0
33,0,500,1,1,1
34,2,498,1,0,0
35,0,500,1,1,1
36,59,441,1,1,1
37,0,500,1,0,0
38,20,480,1,1,0
39,50,450,1,1,1
