ID,S,I,State,Nature,Obs
0,199,301,1,0,1
1,193,307,1,0,0
2,184,316,1,0,1
3,278,222,0,1,0
4,181,319,1,1,1
5,182,318,1,1,1
6,203,297,1,1,1
7,207,293,1,1,1
8,211,289,1,1,1
9,195,305,1,1,1
10,206,294,1,1,0
11,225,275,1,0,0
12,197,303,1,0,0
13,224,276,1,1,1
14,199,301,1,1,1
15,212,288,1,1,1
16,258,242,0,1,1
17,180,320,1,0,0
18,241,259,1,1,1
19,230,270,1,1,1
20,199,301,1,1,1
21,217,283,1,1,1
22,246,254,1,0,0
23,198,302,1,0,0
24,222,278,1,1,0
25,316,184,0,1,1
26,189,311,1,1,0
27,195,305,1,0,0
28,207,293,1,1,1
29,236,264,1,1,0
30,276,224,0,0,0
31,215,285,1,1,1
32,201,299,1,1,1
33,207,293,1,1,1
34,236,264,1,1,1
35,278,222,0,1,0
36,195,305,1,1,1
37,250,250,0.5,1,0
38,270,230,0,1,0
39,224,276,1,0,0
