ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,9,491,1,1,1
3,167,333,1,0,1
4,0,500,1,1,1
5,0,500,1,1,1
6,6,494,1,1,1
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,1,1
10,257,243,0,0,0
11,186,314,1,1,1
12,0,500,1,1,1
13,53,447,1,1,1
14,22,478,1,1,0
15,22,478,1,1,1
16,480,20,0,1,0
17,500,0,0,1,1
18,266,234,0,1,1
19,67,433,1,0,0
20,0,500,1,1,1
21,280,220,0,0,1
22,18,482,1,1,0
23,17,483,1,1,1
24,94,406,1,1,0
25,433,67,0,0,0
26,0,500,1,1,1
27,51,449,1,1,0
28,1,499,1,1,1
29,277,223,0,1,1
30,0,500,1,1,1
31,10,490,1,1,0
32,1,499,1,1,1
33,22,478,1,1,1
34,0,500,1,1,1
35,369,131,0,1,1
36,73,427,1,0,0
37,0,500,1,1,1
38,261,239,0,1,1
39,38,462,1,1,1
