ID,S,I,State,Nature,Obs
0,64,436,1,0,0
1,5,495,1,0,0
2,74,426,1,1,1
3,11,489,1,1,0
4,0,500,1,1,1
5,110,390,1,1,1
6,3,497,1,1,1
7,91,409,1,0,1
8,13,487,1,1,1
9,214,286,1,1,0
10,421,79,0,0,0
11,10,490,1,1,1
12,0,500,1,1,1
13,26,474,1,1,1
14,487,13,0,0,0
15,466,34,0,0,0
16,42,458,1,1,1
17,53,447,1,0,0
18,385,115,0,0,0
19,8,492,1,0,1
20,79,421,1,1,1
21,3,497,1,1,1
22,482,18,0,1,0
23,189,311,1,1,1
24,76,424,1,1,0
25,460,40,0,0,0
26,7,493,1,1,1
27,405,95,0,1,0
28,43,457,1,1,1
29,0,500,1,1,1
30,380,120,0,1,1
31,8,492,1,1,1
32,77,423,1,0,1
33,21,479,1,1,1
34,31,469,1,1,1
35,452,48,0,0,0
36,12,488,1,1,1
37,14,486,1,1,1
38,34,466,1,1,1
39,22,478,1,0,0
