ID,S,I,State,Nature,Obs
0,205,295,1,1,1
1,199,301,1,1,1
2,197,303,1,1,1
3,284,216,0,1,1
4,181,319,1,1,1
5,195,305,1,1,0
6,205,295,1,1,1
7,205,295,1,0,0
8,238,262,1,1,1
9,189,311,1,1,1
10,193,307,1,1,1
11,243,257,1,1,1
12,196,304,1,1,1
13,218,282,1,1,0
14,191,309,1,0,0
15,197,303,1,1,1
16,284,216,0,0,0
17,192,308,1,1,1
18,246,254,1,1,0
19,241,259,1,1,0
20,193,307,1,1,0
21,215,285,1,1,1
22,250,250,0.5,1,1
23,198,302,1,1,1
24,189,311,1,1,0
25,299,201,0,0,0
26,191,309,1,1,1
27,209,291,1,1,1
28,186,314,1,0,0
29,268,232,0,1,1
30,275,225,0,1,0
31,187,313,1,1,1
32,202,298,1,1,0
33,199,301,1,1,1
34,227,273,1,1,1
35,269,231,0,1,0
36,195,305,1,1,1
37,226,274,1,0,0
38,265,235,0,1,1
39,224,276,1,1,1
