ID,S,I,State,Nature,Obs
0,95,405,1,1,1
1,45,455,1,1,0
2,150,350,1,1,1
3,130,370,1,0,0
4,30,470,1,1,1
5,45,455,1,1,1
6,59,441,1,1,1
7,45,455,1,1,1
8,164,336,1,0,0
9,35,465,1,1,1
10,98,402,1,1,1
11,95,405,1,1,0
12,50,450,1,1,1
13,20,480,1,1,1
14,40,460,1,1,1
15,32,468,1,1,1
16,206,294,1,1,1
17,44,456,1,1,0
18,128,372,1,1,1
19,100,400,1,0,1
20,29,471,1,1,0
21,110,390,1,1,1
22,78,422,1,1,1
23,33,467,1,1,1
24,30,470,1,1,1
25,175,325,1,1,1
26,62,438,1,1,1
27,38,462,1,1,0
28,41,459,1,1,1
29,93,407,1,1,1
30,147,353,1,1,1
31,48,452,1,1,1
32,33,467,1,1,1
33,45,455,1,1,1
34,69,431,1,0,1
35,202,298,1,1,0
36,43,457,1,1,1
37,78,422,1,1,1
38,144,356,1,1,1
39,76,424,1,1,1
