ID,S,I,State,Nature,Obs
0,3,497,1,0,0
1,19,481,1,1,1
2,68,432,1,0,0
3,18,482,1,1,1
4,1,499,1,1,0
5,16,484,1,1,1
6,6,494,1,1,1
7,29,471,1,1,1
8,10,490,1,1,0
9,27,473,1,1,1
10,77,423,1,1,1
11,12,488,1,1,1
12,0,500,1,0,0
13,9,491,1,1,1
14,101,399,1,1,1
15,9,491,1,0,1
16,23,477,1,1,1
17,1,499,1,1,1
18,15,485,1,0,0
19,12,488,1,1,1
20,21,479,1,1,1
21,197,303,1,1,0
22,46,454,1,1,1
23,47,453,1,1,1
24,12,488,1,0,1
25,7,493,1,1,1
26,2,498,1,1,0
27,335,165,0,0,0
28,494,6,0,0,0
29,42,458,1,1,1
30,37,463,1,1,1
31,490,10,0,0,0
32,17,483,1,1,1
33,0,500,1,1,1
34,0,500,1,1,1
35,463,37,0,1,0
36,5,495,1,1,1
37,1,499,1,1,0
38,52,448,1,1,1
39,0,500,1,1,1
