ID,S,I,State,Nature,Obs
0,215,285,1,1,1
1,202,298,1,1,1
2,195,305,1,1,0
3,287,213,0,0,0
4,192,308,1,1,0
5,203,297,1,0,0
6,209,291,1,0,1
7,208,292,1,1,0
8,221,279,1,0,0
9,182,318,1,1,0
10,198,302,1,1,1
11,236,264,1,0,1
12,209,291,1,1,1
13,227,273,1,1,1
14,193,307,1,0,0
15,201,299,1,1,1
16,269,231,0,0,1
17,198,302,1,1,1
18,230,270,1,1,1
19,252,248,0,0,0
20,205,295,1,0,0
21,229,271,1,0,0
22,259,241,0,1,0
23,208,292,1,1,0
24,184,316,1,1,0
25,290,210,0,1,1
26,197,303,1,1,1
27,203,297,1,1,0
28,196,304,1,1,1
29,256,244,0,1,1
30,269,231,0,1,1
31,200,300,1,1,0
32,189,311,1,1,1
33,208,292,1,1,1
34,248,252,1,1,1
35,273,227,0,1,1
36,190,310,1,0,0
37,244,256,1,0,0
38,271,229,0,1,1
39,211,289,1,1,1
