ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,0,1
4,0,500,1,1,0
5,436,64,0,1,0
6,0,500,1,1,0
7,0,500,1,1,1
8,0,500,1,1,1
9,49,451,1,1,1
10,18,482,1,1,1
11,0,500,1,1,0
12,2,498,1,1,1
13,0,500,1,1,1
14,0,500,1,1,0
15,0,500,1,1,0
16,104,396,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,79,421,1,0,0
20,464,36,0,1,0
21,0,500,1,1,1
22,0,500,1,1,1
23,0,500,1,1,1
24,79,421,1,1,1
25,11,489,1,1,1
26,5,495,1,1,1
27,0,500,1,1,0
28,2,498,1,1,1
29,1,499,1,1,1
30,0,500,1,1,0
31,0,500,1,1,1
32,79,421,1,1,1
33,0,500,1,1,1
34,0,500,1,1,1
35,418,82,0,0,0
36,0,500,1,1,1
37,0,500,1,1,1
38,6,494,1,1,1
39,421,79,0,0,1
