ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,0,500,1,0,0
2,0,500,1,1,0
3,469,31,0,1,0
4,0,500,1,0,1
5,0,500,1,0,0
6,0,500,1,0,0
7,0,500,1,0,0
8,0,500,1,1,1
9,0,500,1,0,0
10,0,500,1,0,0
11,2,498,1,1,1
12,0,500,1,0,0
13,0,500,1,1,1
14,0,500,1,0,0
15,500,0,0,1,1
16,2,498,1,0,0
17,445,55,0,0,0
18,498,2,0,0,0
19,34,466,1,1,1
20,0,500,1,0,0
21,0,500,1,1,1
22,0,500,1,1,1
23,500,0,0,1,1
24,477,23,0,0,0
25,0,500,1,1,1
26,443,57,0,0,0
27,0,500,1,0,0
28,0,500,1,0,0
29,0,500,1,1,0
30,0,500,1,1,0
31,0,500,1,0,1
32,13,487,1,0,1
33,477,23,0,0,0
34,0,500,1,1,1
35,0,500,1,1,1
36,14,486,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
