ID,S,I,State,Nature,Obs
0,341,159,0,0,0
1,180,320,1,0,0
2,85,415,1,0,1
3,317,183,0,0,0
4,0,500,1,0,1
5,0,500,1,0,0
6,207,293,1,0,1
7,6,494,1,0,0
8,245,255,1,0,0
9,0,500,1,0,0
10,500,0,0,0,1
11,0,500,1,0,1
12,0,500,1,0,1
13,0,500,1,0,0
14,4,496,1,0,0
15,43,457,1,0,0
16,412,88,0,0,0
17,6,494,1,0,0
18,0,500,1,0,1
19,500,0,0,0,0
20,2,498,1,0,0
21,239,261,1,0,0
22,39,461,1,0,0
23,500,0,0,0,0
24,500,0,0,0,0
25,500,0,0,0,1
26,0,500,1,0,0
27,116,384,1,0,0
28,241,259,1,0,0
29,0,500,1,0,0
30,0,500,1,1,0
31,0,500,1,0,0
32,0,500,1,0,0
33,0,500,1,0,0
34,209,291,1,0,1
35,0,500,1,0,1
36,0,500,1,0,0
37,364,136,0,0,0
38,304,196,0,0,0
39,0,500,1,0,0
