ID,S,I,State,Nature,Obs
0,455,45,0,1,1
1,5,495,1,1,1
2,0,500,1,1,1
3,0,500,1,0,1
4,1,499,1,1,0
5,37,463,1,1,1
6,0,500,1,1,1
7,411,89,0,0,0
8,428,72,0,0,0
9,65,435,1,1,1
10,0,500,1,1,1
11,2,498,1,1,1
12,0,500,1,1,1
13,0,500,1,1,1
14,272,228,0,0,0
15,0,500,1,1,1
16,453,47,0,1,0
17,0,500,1,0,0
18,70,430,1,1,1
19,359,141,0,0,0
20,151,349,1,1,1
21,91,409,1,1,1
22,23,477,1,1,1
23,488,12,0,1,1
24,0,500,1,1,1
25,11,489,1,0,0
26,500,0,0,1,1
27,34,466,1,1,1
28,333,167,0,0,0
29,72,428,1,1,1
30,20,480,1,1,0
31,126,374,1,1,1
32,0,500,1,1,0
33,0,500,1,1,0
34,412,88,0,1,0
35,173,327,1,1,1
36,500,0,0,1,1
37,389,111,0,0,0
38,3,497,1,1,1
39,3,497,1,1,1
